cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,interval_steps,interval_zero_progress_steps,interval_accepted_uops,interval_active_prefixes,max_interval_accepted_uops,epoch_lookahead_chunks,epoch_inflight_memory_uops,epoch_corrected_horizon_violations,epoch_advanced_cycles,batch_memory_events,interval_private_memory_events,interval_escape_memory_events,retired_uops,memory_accesses,uop_conservation_ok,memory_event_conservation_ok,memory_partition_ok,private_preview_epochs,private_preview_events,materialized_escape_events,state_certificate_failures,timing_certificate_failures,timing_reweave_passes,replayed_shared_events,canonical_fallback_epochs,max_batch_memory_events,reordered_memory_event_pairs,same_line_reordered_pairs,branch_outcome_coverage,per_core_uop_cpi_mape,per_core_dtlb_access_mape,per_core_dtlb_miss_mape,per_core_o3_iq_full_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,dtlb_access_fastsim,dtlb_access_gem5,dtlb_access_signed_error,dtlb_access_absolute_error,dtlb_miss_fastsim,dtlb_miss_gem5,dtlb_miss_signed_error,dtlb_miss_absolute_error,o3_iq_full_fastsim,o3_iq_full_gem5,o3_iq_full_signed_error,o3_iq_full_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
4,W_v28_int_alu_dense,mechanism,13.30462067,15755509.64,8,331,0,3686532,1324,11192,1804,0,4,677888,20,2,18,3686532,20,True,True,True,0,0,0,0,0,0,0,0,16,0,1,1.0,0.001079210558002295,0.8214285714285714,0.5750000000000001,0.9962408395888867,0.868657052987025,0.8695971444320666,-0.001081065469293329,0.001081065469293329,0.7335308631526866,0.7343233638577826,-0.001079225779951557,0.001079225779951557,15,42,-0.6428571428571429,0.6428571428571429,15,73,-0.7945205479452054,0.7945205479452054,15,73,-0.7945205479452054,0.7945205479452054,56,64,-0.125,0.125,20,112,-0.8214285714285714,0.8214285714285714,8,19,-0.5789473684210527,0.5789473684210527,7004,1863182,-0.9962408395959171,0.9962408395959171,5,5,0.0,0.0,5,68,-0.9264705882352942,0.9264705882352942
4,W_v28_int_div_serial,mechanism,2.623371846,12374232.5,7,458,0,3709970,1829,8588,1812,691,634,937984,65560,65538,22,3709970,65560,True,True,True,0,0,0,0,0,0,0,0,154,0,1,1.0,0.22597178846633345,0.5012815464889995,0.5184294871794872,0.9987136016645213,4.757240719927173,3.880342412807551,0.22598477500988337,0.22598477500988337,1.0085483171022946,0.8226513217956594,0.2259730099270548,0.2259730099270548,19,28,-0.32142857142857145,0.32142857142857145,19,56,-0.6607142857142857,0.6607142857142857,19,56,-0.6607142857142857,0.6607142857142857,49452,49452,0.0,0.0,65560,131459,-0.5012893753946097,0.5012893753946097,18,39,-0.5384615384615384,0.5384615384615384,2132,1657212,-0.998713501953884,0.998713501953884,9,9,0.0,0.0,9,52,-0.8269230769230769,0.8269230769230769
4,W_v28_marine_base,business_base,7.338512299,9142829.127,6,1030,80,3507372,1954,13220,1716,7303,1942,2109440,283128,234283,48845,3507372,283128,True,True,True,0,0,0,0,0,0,0,0,1164,0,38497,1.0,0.07923075644254164,0.20106123610679336,0.012008377167433835,0.49119020996275836,2.9949165245808467,2.7750517545392674,0.07922907011803916,0.07922907011803916,2.40387646363146,2.2273976711477728,0.07923093157978742,0.07923093157978742,56675,56688,-0.0002293254304261925,0.0002293254304261925,48757,48876,-0.002434732793190932,0.002434732793190932,48757,48876,-0.002434732793190932,0.002434732793190932,4327,4325,0.00046242774566473987,0.00046242774566473987,283128,354383,-0.20106777130957185,0.20106777130957185,45846,45302,0.012008299854311068,0.012008299854311068,1897446,1272438,0.49118935460902613,0.49118935460902613,47071,47054,0.00036128703192077186,0.00036128703192077186,47071,48760,-0.03463904840032814,0.03463904840032814
4,W_v28_marine_heldout,heldout,7.817223132,9975311.91,8,891,40,3281077,2001,10562,1604,4284,1989,1824768,172874,123696,49178,3281077,172874,True,True,True,0,0,0,0,0,0,0,0,658,0,14496,1.0,0.0749677378454277,0.23578481275204838,0.011778678600777628,0.3661376380875159,2.8287786549597294,2.6315069979554697,0.07496527927059606,0.07496527927059606,2.2167922301122465,2.0621953382678604,0.07496714252794288,0.07496714252794288,51536,51554,-0.0003491484656864647,0.0003491484656864647,49090,49203,-0.002296607930410747,0.002296607930410747,49090,49203,-0.002296607930410747,0.002296607930410747,7789,7786,0.0003853069612124326,0.0003853069612124326,172874,226220,-0.23581469366103794,0.23581469366103794,41833,41346,0.011778648478692014,0.011778648478692014,1786525,1307719,0.366138291177233,0.366138291177233,48134,45456,0.058914114748328056,0.058914114748328056,48134,49061,-0.018894845192719268,0.018894845192719268
4,W_v28_memory_random_mlp,mechanism,6.297668069,7258419.176,7,965,331,2228436,926,17872,1092,2378,924,1976320,294988,197726,97262,2228436,294988,True,True,True,0,0,0,0,0,0,0,0,2404,0,1682,1.0,0.14065291235528,0.0012661995118081505,0.0002767949649376505,1.0730731263984405,4.0747960146306745,3.5723553957519174,0.14064687390180627,0.14064687390180627,3.5354409998761462,3.0994953010087247,0.14065054356609086,0.14065054356609086,137390,137417,-0.00019648224018862294,0.00019648224018862294,97262,97327,-0.0006678516752802408,0.0006678516752802408,97262,97326,-0.0006575837905595627,0.0006575837905595627,56,61,-0.08196721311475409,0.08196721311475409,294988,295362,-0.0012662427800461805,0.0012662427800461805,115560,115550,8.654262224145392e-05,8.654262224145392e-05,1100008,530622,1.073053887701603,1.073053887701603,91142,91132,0.0001097309397357679,0.0001097309397357679,91142,91206,-0.000701708220950376,0.000701708220950376
4,W_v28_memory_seq_moderate,mechanism,8.39231352,9672557.853,7,1037,389,2228404,941,18464,1092,581,941,2123776,131140,38,131102,2228404,131140,True,True,True,0,0,0,0,0,0,0,0,1138,0,31,1.0,0.20090209150273497,0.0016139662094481104,0.48947367457125485,0.9119076496041474,4.389755960311484,5.49341494144201,-0.20090581048312695,0.20090581048312695,3.8087348613626615,4.766299965222074,-0.20090323958760684,0.20090323958760684,131102,131116,-0.000106775679550932,0.000106775679550932,131102,131207,-0.0008002621811336285,0.0008002621811336285,131102,131207,-0.0008002621811336285,0.0008002621811336285,56,60,-0.06666666666666667,0.06666666666666667,131140,131352,-0.0016139837992569584,0.0016139837992569584,3110,2087,0.49017728797316723,0.49017728797316723,947726,495717,0.9118287248571262,0.9118287248571262,131082,131082,0.0,0.0,131082,131148,-0.0005032482386311648,0.0005032482386311648
4,W_v28_mysql_base,business_base,7.929063382,10025834.92,5,1632,168,3821689,2778,8861,1868,1603,2753,3342336,200992,151196,49796,3821689,200992,True,True,True,0,0,0,0,0,0,0,0,521,0,61759,1.0,0.08182466302219189,0.10713184596600803,6.384248378227373e-05,0.3068202289967552,4.420532398898503,4.086188499708018,0.08182292598943393,0.08182292598943393,3.4960361766747634,3.231610980424993,0.08182457537478582,0.08182457537478582,61682,61704,-0.00035654090496564243,0.00035654090496564243,49779,49889,-0.0022048948666038605,0.0022048948666038605,49779,49889,-0.0022048948666038605,0.0022048948666038605,2692,2688,0.001488095238095238,0.001488095238095238,200992,225111,-0.10714269849096668,0.10714269849096668,46993,46990,6.38433709299851e-05,6.38433709299851e-05,2397074,1834279,0.30682082714788755,0.30682082714788755,48008,47330,0.014324952461440946,0.014324952461440946,48008,49780,-0.03559662515066292,0.03559662515066292
4,W_v28_mysql_heldout,heldout,7.543301005,9911681.801,7,1563,187,3761230,2581,8981,1840,2392,2573,3201024,200362,149099,51263,3761230,200362,True,True,True,0,0,0,0,0,0,0,0,522,0,12998,1.0,0.08536004688949685,0.10029097523703721,0.00015910538975000317,0.3640440388610801,4.472807241248004,4.121040963464829,0.0853585977188207,0.0853585977188207,3.4040369772654158,3.136320335973324,0.0853601075825722,0.0853601075825722,57813,57833,-0.0003458233188663912,0.0003458233188663912,51108,51228,-0.0023424689622862497,0.0023424689622862497,51108,51228,-0.0023424689622862497,0.0023424689622862497,5465,5462,0.0005492493592090809,0.0005492493592090809,200362,222698,-0.10029726355872078,0.10029726355872078,43996,43989,0.00015913069176385006,0.00015913069176385006,2237688,1640481,0.36404383836204135,0.36404383836204135,50103,49007,0.022364152059909808,0.022364152059909808,50103,51094,-0.01939562375229968,0.01939562375229968
4,W_v28_pytorch_base,business_base,6.242458963,9313537.797,6,360,13,3181976,930,23866,1556,2187,928,737280,214424,165759,48665,3181976,214424,True,True,True,0,0,0,0,0,0,0,0,1612,0,63369,1.0,0.24968253762425935,0.0035549585911890586,0.9940706767140249,1.3281720766558383,1.3786382775209356,1.8374091314883305,-0.24968356045764464,0.24968356045764464,0.9240412246981121,1.2315341592088238,-0.24968283032299712,0.24968283032299712,49181,49207,-0.0005283801085211454,0.0005283801085211454,48662,48762,-0.002050777244575694,0.002050777244575694,48662,48762,-0.002050777244575694,0.002050777244575694,372,384,-0.03125,0.03125,214424,215189,-0.0035550144291762124,0.0035550144291762124,97865,49078,0.9940706630262032,0.9940706630262032,1782240,765556,1.3280334815480515,1.3280334815480515,46611,46609,4.291016756420434e-05,4.291016756420434e-05,46611,48652,-0.041950998931184744,0.041950998931184744
4,W_v28_pytorch_heldout,heldout,6.265142074,9754376.084,6,363,62,3032594,923,19804,1484,1589,915,743424,170618,127737,42881,3032594,170618,True,True,True,0,0,0,0,0,0,0,0,1112,0,36342,1.0,0.2125425482760046,0.015436122888436033,0.9939439276740772,1.051894283768048,1.5221356747027168,1.9329778244168603,-0.21254364355581062,0.21254364355581062,0.9776531246846759,1.241532143051459,-0.21254304195316015,0.21254304195316015,43061,43088,-0.0006266245822502785,0.0006266245822502785,42879,42978,-0.002303504118386151,0.002303504118386151,42879,42978,-0.002303504118386151,0.002303504118386151,3334,3338,-0.0011983223487118035,0.0011983223487118035,170618,173293,-0.015436284212287859,0.015436284212287859,85933,43097,0.9939438940065434,0.9939438940065434,1704905,830911,1.0518503185058328,1.0518503185058328,41943,41940,7.15307582260372e-05,7.15307582260372e-05,41943,42946,-0.023354910818236856,0.023354910818236856
4,W_v28_redis_base,business_base,8.294256868,10493021,7,817,83,3442920,1580,14825,1684,5320,1571,1673216,181092,144623,36469,3442920,181092,True,True,True,0,0,0,0,0,0,0,0,868,0,29488,1.0,0.09797433556949398,0.0022809011928103004,0.00012076932102267311,0.442517643108545,2.440244838087623,2.2225021348646545,0.09797187584534252,0.09797187584534252,1.928902791816249,1.7567840982462377,0.09797373151421045,0.09797373151421045,49400,49426,-0.0005260389268805891,0.0005260389268805891,36426,36522,-0.0026285526531953343,0.0026285526531953343,36426,36522,-0.0026285526531953343,0.0026285526531953343,372,372,0.0,0.0,181092,181506,-0.002280916333344352,0.002280916333344352,33121,33119,6.038829674809022e-05,6.038829674809022e-05,1591733,1103441,0.4425175428500482,0.4425175428500482,34696,34696,0.0,0.0,34696,36468,-0.048590545135461224,0.048590545135461224
4,W_v28_redis_heldout,heldout,8.20910765,10505920.74,6,1275,188,3527029,1935,12396,1724,5653,1929,2611200,156697,119932,36765,3527029,156697,True,True,True,0,0,0,0,0,0,0,0,644,0,15145,1.0,0.13578394550227102,0.03266008013350312,0.00023968878191403423,0.381261501277573,3.7716940855538947,3.3207848883092965,0.13578392229861314,0.13578392229861314,2.947123201992385,2.594787995633745,0.13578573931724489,0.13578573931724489,43259,43287,-0.0006468454732367685,0.0006468454732367685,36722,36829,-0.0029053191778218254,0.0029053191778218254,36722,36828,-0.0028782448137286845,0.0028782448137286845,2372,2379,-0.0029424127784783522,0.0029424127784783522,156697,161988,-0.03266291330221992,0.03266291330221992,29209,29204,0.0001712094233666621,0.0001712094233666621,1776821,1286378,0.3812588523746519,0.3812588523746519,35992,35992,0.0,0.0,35992,36793,-0.021770445465170006,0.021770445465170006
4,W_v28_simd_sse_dense,mechanism,9.421614144,18843374.65,13,101,0,3604828,404,36056,1764,0,4,206848,80,54,26,3604828,80,True,True,True,0,0,0,0,0,0,0,0,60,0,1,1.0,0.1677637980819026,0.3943252559551371,0.325,,0.4556618952507767,0.5475146636839968,-0.1677631203796101,0.1677631203796101,0.22782917798019767,0.2737554333066378,-0.16776381301991336,0.16776381301991336,23,33,-0.30303030303030304,0.30303030303030304,23,56,-0.5892857142857143,0.5892857142857143,23,56,-0.5892857142857143,0.5892857142857143,64,64,0.0,0.0,80,133,-0.39849624060150374,0.39849624060150374,12,18,-0.3333333333333333,0.3333333333333333,,,,,7,7,0.0,0.0,7,54,-0.8703703703703703,0.8703703703703703
8,W_v28_bvc_encoder_base,business_base,7.520094173,9628339.715,7,639,2,7064282,3462,30078,3456,9499,3457,1308672,510232,456709,53523,7064282,510232,True,True,True,0,0,0,0,0,0,0,0,2342,0,346364,1.0,0.0464753729905027,0.01047578280247221,0.00022482356142001537,0.46482154279382626,1.8943966880466387,1.810268677989313,0.04647266512436587,0.04647266512436587,1.479594812324876,1.4138850515356656,0.046474613136224245,0.046474613136224245,54061,54135,-0.0013669529879006188,0.0013669529879006188,53518,53762,-0.004538521632379748,0.004538521632379748,53518,53762,-0.004538521632379748,0.004538521632379748,1767,1751,0.009137635636778984,0.009137635636778984,510232,515634,-0.010476423199401126,0.010476423199401126,53388,53400,-0.00022471910112359551,0.00022471910112359551,3563360,2432628,0.4648191174318474,0.4648191174318474,48588,48585,6.174745291756716e-05,6.174745291756716e-05,48588,53377,-0.0897202915113251,0.0897202915113251
8,W_v28_bvc_encoder_heldout,heldout,7.37681738,9583508.762,10,569,1,6615118,3090,24668,3232,10022,3081,1165312,472046,424392,47654,6615118,472046,True,True,True,0,0,0,0,0,0,0,0,1910,0,206260,1.0,0.03531803551717754,0.07576315619446478,0.00016813113375518864,0.5275861821065679,1.8297058912482231,1.7672922811164438,0.03531595243111179,0.03531595243111179,1.4083992152520937,1.3603543190973109,0.0353179281899615,0.0353179281899615,47876,47942,-0.0013766634683575988,0.0013766634683575988,47649,47880,-0.004824561403508772,0.004824561403508772,47649,47880,-0.004824561403508772,0.004824561403508772,10744,10707,0.0034556831979079107,0.0034556831979079107,472046,510743,-0.07576608979467168,0.07576608979467168,47545,47553,-0.00016823333964208358,0.00016823333964208358,2996358,1961513,0.5275748873446161,0.5275748873446161,45192,45190,4.425757911042266e-05,4.425757911042266e-05,45192,47733,-0.05323361196656401,0.05323361196656401
8,W_v28_cache_L1_mixed,mechanism,11.08165444,14051405.03,9,288,11,6822232,2083,26630,3336,253,2067,589824,135264,133133,2131,6822232,135264,True,True,True,0,0,0,0,0,0,0,0,560,0,93,1.0,0.06782484542979916,0.0017490489779538672,0.10694444444444445,0.3344024585314548,0.8692747325457776,0.8140641529941707,0.06782091970090993,0.06782091970090993,0.6855543757526862,0.6420112276231366,0.06782303214658053,0.06782303214658053,2095,2112,-0.008049242424242424,0.008049242424242424,2095,2179,-0.038549793483249196,0.038549793483249196,2095,2178,-0.03810835629017447,0.03810835629017447,2280,2336,-0.023972602739726026,0.023972602739726026,135264,135501,-0.0017490645825492062,0.0017490645825492062,84,76,0.10526315789473684,0.10526315789473684,1701049,2555672,-0.3344024585314547,0.3344024585314547,2064,2064,0.0,0.0,2064,2163,-0.04576976421636616,0.04576976421636616
8,W_v28_cache_L2_mixed,mechanism,10.88149781,13797608.82,32,491,13,6822232,2733,24227,3336,409,2726,1005568,135264,118573,16691,6822232,135264,True,True,True,0,0,0,0,0,0,0,0,560,0,164,1.0,0.05070734653973466,0.0018153556986117893,0.020003556187766714,0.26131378235586655,1.383118230006914,1.3163273726727516,0.05074030877178085,0.05074030877178085,1.0907975571631103,1.0381208279166454,0.05074238742727022,0.05074238742727022,131131,131154,-0.00017536636320661207,0.00017536636320661207,16431,16530,-0.005989110707803993,0.005989110707803993,16431,16529,-0.005928973319620062,0.005928973319620062,2280,2336,-0.023972602739726026,0.023972602739726026,135264,135510,-0.001815364179765331,0.001815364179765331,308,302,0.019867549668874173,0.019867549668874173,4098624,3249488,0.2613137823558665,0.2613137823558665,16400,16400,0.0,0.0,16400,16504,-0.006301502666020358,0.006301502666020358
